iter	Passed	Remaining
288	248175	4904260
289	248911	4900981
290	249831	4901325
291	250699	4900665
292	251375	4896250
293	252312	4896927
294	253126	4895203
295	253989	4894453
296	254911	4894806
297	255606	4890834
298	256330	4887424
299	257103	4884967
300	257873	4882465
301	258678	4880624
302	259634	4881650
303	260577	4882398
304	261425	4881363
305	262235	4879634
306	262958	4876297
307	263708	4873466
308	264500	4871436
309	265329	4870086
310	266273	4870844
311	267109	4869620
312	268053	4870350
313	269000	4871138
314	269999	4872855
315	270816	4871270
316	271832	4873266
317	272710	4872767
318	273426	4869394
319	274436	4871250
320	275308	4870640
321	276370	4873397
322	277267	4873220
323	278225	4874105
324	279036	4872413
325	280135	4875736
326	281147	4877525
327	282228	4880482
328	283103	4879869
329	284004	4879712
330	284968	4880615
331	286381	4889186
332	287555	4893617
333	288814	4899469
334	289856	4901601
335	290994	4905331
336	292062	4907861
337	292992	4908062
338	294069	4910699
339	295411	4917740
340	296594	4922074
341	297972	4929615
342	299232	4935149
343	300175	4935450
344	301014	4934013
345	301853	4932604
346	302944	4935281
347	303867	4935221
348	304790	4935159
349	305562	4932651
350	306309	4929757
351	306964	4925388
352	307905	4925615
353	308734	4924056
354	309463	4920906
355	310183	4917624
356	311039	4916521
357	311843	4914577
358	312621	4912252
359	313573	4912655
360	314330	4909993
361	315440	4912848
362	316684	4917772
363	317637	4918147
364	318639	4919274
365	319681	4920994
366	320529	4919728
367	321378	4918484
368	322144	4915983
369	323022	4915186
370	323960	4915287
371	324853	4914717
372	325769	4914494
373	326627	4913390
374	327372	4910580
375	328037	4906606
376	328955	4906410
377	329717	4903889
378	330589	4903023
379	331488	4902542
380	332364	4901722
381	333318	4902047
382	334285	4902557
383	334921	4898227
384	335698	4895971
385	336510	4894224
386	337257	4891542
387	337971	4888396
388	338763	4886381
389	339527	4883972
390	340402	4883163
391	341232	4881719
392	342133	4881275
393	343132	4882233
394	343992	4881211
395	344908	4880978
396	345538	4876711
397	346255	4873675
398	347000	4871053
399	347996	4871948
400	348931	4871988
401	349863	4871978
402	350661	4870111
403	351551	4869509
404	352348	4867630
405	353214	4866697
406	354109	4866177
407	354980	4865319
408	355875	4864786
409	356758	4864092
410	357633	4863295
411	358193	4858215
412	359015	4856704
413	359763	4854195
414	360646	4853524
415	361597	4853752
416	362604	4854722
417	363535	4854677
418	364580	4856140
419	365359	4854058
420	366203	4852850
421	367116	4852555
422	368323	4856125
423	369216	4855548
424	369892	4852118
425	370973	4854005
426	372057	4855910
427	373149	4857921
428	374329	4861042
429	375574	4864998
430	376786	4868499
431	377961	4871508
432	378950	4872095
433	380227	4876374
434	381510	4880697
435	382534	4881707
436	383479	4881682
437	384475	4882316
438	385472	4882948
439	386535	4884404
440	387120	4879818
441	388004	4879021
442	389011	4879767
443	389698	4876493
444	390508	4874775
445	391288	4872683
446	392008	4869851
447	392769	4867538
448	393557	4865560
449	394488	4865360
450	395205	4862520
451	396201	4863115
452	396925	4860359
453	397795	4859413
454	398505	4856516
455	399648	4858879
456	400604	4858976
457	401532	4858722
458	402441	4858226
459	403195	4855881
460	403939	4853406
461	404817	4852556
462	405726	4852073
463	406429	4849119
464	407157	4846487
465	407953	4844667
466	408776	4843170
467	409586	4841519
468	410420	4840166
469	411197	4838135
470	412053	4837038
471	412807	4834747
472	413675	4833795
473	414452	4831777
474	415317	4830796
475	416333	4831572
476	417226	4830899
477	418161	4830723
478	418810	4827246
479	419600	4825400
480	420335	4822933
481	421175	4821677
482	421985	4820069
483	422842	4819001
484	423849	4819651
485	424542	4816725
486	425359	4815208
487	426156	4813477
488	426886	4810983
489	427659	4808986
490	428663	4809585
491	429441	4807646
492	430270	4806283
493	430963	4803416
494	431806	4802208
495	432803	4802725
496	433635	4801397
497	434327	4798528
498	435151	4797136
499	436224	4798468
500	437021	4796770
501	437916	4796149
502	438878	4796254
503	439817	4796104
504	440723	4795594
505	441403	4792626
506	442448	4793631
507	443347	4793044
508	444197	4791927
509	444987	4790160
510	445832	4788995
511	446934	4790574
512	447711	4788681
513	448663	4788651
514	449816	4790759
515	450783	4790885
516	451655	4789991
517	452591	4789783
518	453481	4789075
519	454566	4790435
520	455476	4789931
521	456594	4791622
522	457702	4793189
523	459050	4797254
524	460274	4800003
525	461335	4801048
526	462335	4801450
527	463522	4803781
528	464642	4805403
529	466002	4809498
530	467305	4812986
531	468276	4813035
532	469510	4815785
533	470464	4815653
534	471422	4815560
535	472470	4816383
536	473376	4815744
537	474001	4812255
538	474872	4811275
539	475719	4810050
540	476823	4811423
541	477706	4810554
542	478340	4807194
543	479208	4806184
544	479964	4804048
545	480747	4802196
546	481803	4803062
547	482750	4802837
548	483688	4802520
549	484562	4801577
550	485404	4800304
551	486392	4800481
552	487432	4801170
553	488225	4799410
554	488877	4796281
555	489663	4794477
556	490470	4792877
557	491239	4790908
558	491934	4788220
559	492757	4786784
560	493547	4785039
561	494233	4782276
562	495068	4780969
563	495953	4780144
564	496706	4778049
565	497463	4775997
566	498419	4775860
567	499307	4775068
568	500238	4774688
569	501060	4773258
570	501886	4771873
571	502491	4768401
572	503367	4767499
573	504209	4766274
574	504928	4763890
575	505657	4761609
576	506635	4761674
577	507275	4758556
578	508197	4758100
579	509100	4757460
580	509873	4755597
581	510643	4753722
582	511628	4753844
583	512409	4752068
584	513275	4751085
585	514194	4750591
586	515154	4750483
587	515921	4748587
588	516781	4747548
589	517548	4745654
590	518607	4746447
591	519581	4746444
592	520424	4745251
593	521365	4744952
594	522097	4742748
595	523147	4743434
596	523945	4741834
597	524814	4740885
598	525658	4739703
599	526356	4737211
600	527200	4736036
601	528173	4736012
602	528939	4734137
603	529801	4733130
604	530565	4731243
605	531381	4729817
606	532495	4731049
607	533436	4730740
608	534280	4729565
609	535327	4730188
610	536154	4728866
611	537054	4728183
612	538109	4728869
613	539296	4730702
614	540357	4731420
615	541406	4732034
616	542291	4731212
617	543397	4732305
618	544496	4733333
619	545609	4734480
620	546872	4736919
621	548131	4739308
622	549284	4740777
623	550703	4744520
624	552061	4747731
625	553220	4749209
626	554598	4752566
627	555637	4753004
628	556764	4754185
629	557877	4755242
630	559023	4756569
631	560101	4757317
632	560990	4756454
633	561977	4756423
634	562902	4755859
635	563963	4756446
636	564880	4755816
637	565561	4753198
638	566436	4752212
639	567293	4751081
640	568085	4749407
641	568870	4747673
642	569781	4747001
643	570652	4745988
644	571434	4744231
645	572205	4742394
646	573104	4741623
647	573940	4740323
648	574631	4737832
649	575282	4735016
650	576226	4734620
651	576920	4732163
652	577657	4730068
653	578370	4727783
654	579095	4725596
655	579924	4724259
656	580895	4724083
657	581794	4723326
658	582485	4720872
659	583319	4719581
660	584028	4717285
661	584894	4716263
662	585767	4715291
663	586648	4714392
664	587372	4712225
665	588130	4710344
666	588898	4708537
667	589839	4708123
668	590887	4708551
669	591822	4708080
670	592851	4708353
671	593627	4706614
672	594579	4706275
673	595422	4705076
674	596134	4702840
675	597059	4702288
676	598019	4702005
677	598736	4699818
678	599582	4698646
679	600367	4696993
680	601377	4697106
681	602211	4695834
682	603067	4694744
683	604050	4694640
684	604896	4693465
685	605744	4692312
686	606567	4690963
687	607272	4688706
688	608155	4687828
689	608904	4685919
690	609719	4684513
691	610460	4682548
692	611480	4682722
693	612266	4681107
694	613137	4680136
695	613877	4678167
696	614588	4675989
697	615465	4675072
698	616213	4673175
699	616988	4671487
700	617909	4670902
701	618982	4671463
702	619814	4670208
703	620650	4668981
704	621531	4668097
705	622354	4666774
706	623293	4666323
707	624199	4665624
708	625026	4664336
709	625756	4662323
710	626572	4660960
711	627479	4660265
712	628384	4659565
713	629396	4659652
714	630251	4658570
715	631057	4657134
716	631933	4656213
717	632830	4655443
718	633638	4654025
719	634450	4652636
720	635457	4652675
721	636275	4651332
722	637421	4652386
723	638374	4652019
724	639570	4653423
725	640753	4654729
726	642174	4657750
727	643415	4659457
728	644476	4659858
729	645598	4660692
730	646710	4661445
731	647540	4660169
732	648761	4661698
733	649746	4661533
734	651054	4663674
735	652191	4664590
736	653287	4665198
737	654151	4664150
738	655246	4664753
739	656275	4664875
740	657613	4667194
741	658552	4666666
742	659373	4665310
743	660306	4664743
744	661101	4663204
745	661940	4661979
746	662668	4659967
747	663657	4659798
748	664495	4658562
749	665256	4656795
750	665998	4654896
751	666848	4653752
752	667436	4650781
753	668163	4648787
754	669058	4647963
755	670104	4648185
756	670959	4647082
757	671710	4645258
758	672522	4643862
759	673255	4641920
760	674023	4640220
761	674743	4638195
762	675577	4636959
763	676430	4635849
764	677256	4634557
765	677954	4632395
766	678792	4631190
767	679657	4630167
768	680481	4628868
769	681200	4626852
770	681958	4625111
771	682866	4624383
772	683673	4622980
773	684392	4620975
774	685158	4619296
775	685771	4616582
776	686714	4616102
777	687484	4614451
778	688338	4613373
779	689222	4612491
780	690123	4611723
781	690822	4609605
782	691498	4607341
783	692360	4606319
784	693393	4606428
785	694417	4606480
786	695209	4604987
787	696055	4603862
788	696747	4601710
789	697539	4600226
790	698393	4599158
791	699173	4597598
792	699997	4596324
793	700628	4593791
794	701334	4591753
795	702154	4590467
796	703079	4589864
797	704074	4589719
798	704901	4588473
799	705815	4587801
800	706593	4586240
801	707327	4584396
802	708248	4583773
803	709088	4582619
804	709883	4581170
805	710633	4579439
806	711576	4578955
807	712371	4577517
808	713239	4576548
809	713967	4574682
810	714900	4574129
811	715576	4571937
812	716482	4571211
813	717009	4568071
814	717953	4567594
815	718960	4567512
816	719780	4566247
817	720739	4565857
818	721665	4565260
819	722470	4563897
820	723381	4563203
821	724000	4560671
822	724943	4560188
823	725644	4558175
824	726415	4556603
825	727354	4556091
826	728254	4555334
827	729160	4554609
828	730159	4554467
829	730990	4553278
830	731941	4552837
831	733002	4553075
832	733980	4552795
833	735084	4553293
834	736180	4553741
835	737115	4553185
836	738430	4554978
837	739477	4555111
838	740603	4555729
839	741843	4557036
840	743247	4559353
841	744411	4560183
842	745564	4560947
843	746713	4561673
844	748016	4563344
845	749408	4565545
846	750114	4563565
847	751099	4563282
848	751991	4562436
849	753123	4563045
850	754402	4564536
851	755374	4564161
852	756317	4563616
853	757223	4562848
854	758170	4562321
855	759159	4562053
856	760057	4561229
857	761102	4561293
858	762017	4560571
859	762982	4560152
860	763974	4559889
861	764749	4558335
862	765734	4558029
863	766535	4556626
864	767376	4555463
865	768165	4553999
866	769064	4553180
867	770009	4552639
868	770825	4551329
869	771578	4549654
870	772458	4548725
871	773437	4548381
872	774223	4546903
873	775090	4545897
874	775871	4544389
875	776814	4543832
876	777786	4543444
877	778640	4542363
878	779557	4541653
879	780183	4539250
880	781080	4538420
881	781994	4537694
882	782789	4536277
883	783458	4534135
884	784373	4533414
885	785182	4532082
886	786041	4531037
887	786852	4529716
888	787675	4528469
889	788408	4526705
890	789186	4525202
891	789964	4523699
892	790829	4522693
893	791807	4522337
894	792539	4520574
895	793564	4520485
896	794273	4518591
897	795105	4517402
898	795881	4515896
899	796652	4514364
900	797567	4513646
901	798339	4512124
902	799286	4511587
903	800118	4510401
904	800831	4508550
905	801649	4507286
906	802355	4505400
907	803184	4504203
908	803982	4502833
909	804792	4501530
910	805848	4501603
911	806734	4500731
912	807562	4499529
913	808548	4499207
914	809224	4497163
915	810041	4495907
916	810876	4494750
917	811620	4493087
918	812617	4492829
919	813481	4491832
920	814192	4489991
921	814934	4488327
922	815637	4486448
923	816543	4485689
924	817347	4484365
925	818064	4482569
926	818927	4481573
927	819900	4481177
928	820772	4480231
929	821479	4478388
930	822262	4476959
931	822945	4474986
932	823839	4474162
933	824730	4473325
934	825583	4472279
935	826482	4471481
936	827364	4470595
937	828159	4469237
938	829179	4469090
939	830046	4468122
940	831327	4469377
941	832410	4469564
942	833454	4469542
943	834607	4470098
944	835592	4469756
945	836779	4470488
946	838021	4471511
947	839105	4471690
948	840054	4471143
949	840973	4470437
950	841992	4470261
951	843242	4471311
952	844357	4471640
953	845422	4471698
954	846440	4471509
955	847399	4471005
956	848675	4472172
957	849718	4472111
958	850845	4472485
959	851966	4472825
960	852847	4471902
961	853627	4470451
962	854560	4469805
963	855578	4469596
964	856555	4469179
965	857383	4467978
966	858277	4467123
967	859126	4466039
968	860173	4465978
969	860901	4464262
970	861862	4463754
971	862791	4463083
972	863681	4462204
973	864417	4460536
974	865326	4459757
975	866371	4459684
976	867243	4458712
977	868100	4457670
978	868962	4456651
979	869817	4455597
980	870651	4454434
981	871507	4453384
982	872167	4451336
983	872944	4449885
984	873703	4448349
985	874468	4446839
986	875367	4446013
987	876148	4444590
988	876851	4442773
989	877509	4440731
990	878276	4439238
991	879018	4437625
992	879865	4436543
993	880930	4436557
994	881831	4435744
995	882509	4433814
996	883292	4432408
997	883986	4430560
998	884874	4429689
999	885759	4428797
1000	886564	4427510
1001	887400	4426374
1002	888269	4425406
1003	889104	4424270
1004	890062	4423744
1005	890760	4421926
1006	891474	4420189
1007	892337	4419196
1008	893169	4418048
1009	893964	4416713
1010	894891	4416038
1011	895777	4415154
1012	896467	4413310
1013	897156	4411464
1014	898102	4410880
1015	898872	4409428
1016	899703	4408281
1017	900452	4406734
1018	901137	4404872
1019	901960	4403690
1020	902671	4401959
1021	903466	4400644
1022	904154	4398802
1023	905132	4398376
1024	905976	4397299
1025	906685	4395571
1026	907589	4394785
1027	908669	4394848
1028	909577	4394083
1029	910268	4392267
1030	910984	4390573
1031	911616	4388480
1032	912261	4386452
1033	913199	4385832
1034	913912	4384131
1035	914564	4382139
1036	915593	4381958
1037	916413	4380775
1038	917393	4380355
1039	918298	4379577
1040	919258	4379061
1041	920228	4378593
1042	921074	4377532
1043	922064	4377155
1044	923076	4376884
1045	923875	4375602
1046	924884	4375314
1047	925728	4374241
1048	926729	4373917
1049	927869	4374241
1050	929143	4375194
1051	930131	4374798
1052	931487	4376131
1053	932827	4377387
1054	933944	4377588
1055	935071	4377836
1056	936021	4377248
1057	937273	4378078
1058	938435	4378479
1059	939326	4377615
1060	940364	4377434
1061	941447	4377465
1062	942396	4376867
1063	943193	4375567
1064	944249	4375465
1065	945088	4374358
1066	945967	4373437
1067	946704	4371861
1068	947436	4370260
1069	948258	4369079
1070	949257	4368713
1071	950186	4368019
1072	950975	4366688
1073	951824	4365632
1074	952759	4364968
1075	953620	4363964
1076	954465	4362891
1077	955226	4361433
1078	956043	4360229
1079	956776	4358646
1080	957563	4357310
1081	958485	4356592
1082	959240	4355113
1083	960005	4353676
1084	960773	4352261
1085	961665	4351404
1086	962431	4349979
1087	963275	4348906
1088	964102	4347756
1089	964846	4346233
1090	965724	4345319
1091	966369	4343353
1092	967125	4341890
1093	968040	4341140
1094	968853	4339933
1095	969761	4339152
1096	970738	4338678
1097	971524	4337353
1098	972427	4336548
1099	973151	4334945
1100	973930	4333592
1101	974757	4332452
1102	975600	4331383
1103	976440	4330302
1104	977372	4329629
1105	978274	4328822
1106	978973	4327117
1107	979768	4325838
1108	980741	4325343
1109	981541	4324088
1110	982177	4322112
1111	983003	4320972
1112	983710	4319310
1113	984514	4318077
1114	985156	4316133
1115	985960	4314903
1116	986818	4313908
1117	987639	4312750
1118	988586	4312145
1119	989604	4311849
1120	990435	4310736
1121	991363	4310044
1122	992221	4309052
1123	993278	4308918
1124	994209	4308239
1125	994989	4306909
1126	995881	4306059
1127	996794	4305305
1128	997571	4303958
1129	998180	4301894
1130	998978	4300642
1131	999762	4299333
1132	1000649	4298465
1133	1001377	4296915
1134	1002094	4295321
1135	1002944	4294296
1136	1003861	4293562
1137	1004726	4292601
1138	1005486	4291195
1139	1006351	4290237
1140	1007254	4289440
1141	1008024	4288077
1142	1008875	4287056
1143	1009834	4286498
1144	1010811	4286016
1145	1011607	4284767
1146	1012519	4284008
1147	1013507	4283570
1148	1014596	4283555
1149	1015755	4283838
1150	1016944	4284243
1151	1018156	4284740
1152	1019233	4284671
1153	1020335	4284703
1154	1021340	4284325
1155	1022160	4283169
1156	1023192	4282905
1157	1024278	4282863
1158	1025424	4283071
1159	1026522	4283074
1160	1027716	4283480
1161	1028693	4282976
1162	1029712	4282648
1163	1030598	4281764
1164	1031571	4281244
1165	1032633	4281089
1166	1033715	4281016
1167	1034666	4280401
1168	1035615	4279775
1169	1036268	4277927
1170	1037025	4276512
1171	1037951	4275794
1172	1038673	4274233
1173	1039498	4273101
1174	1040492	4272658
1175	1041224	4271144
1176	1041891	4269366
1177	1042720	4268250
1178	1043506	4266959
1179	1044276	4265603
1180	1045114	4264525
1181	1046006	4263669
1182	1046809	4262453
1183	1047605	4261207
1184	1048286	4259494
1185	1049088	4258272
1186	1049824	4256787
1187	1050638	4255615
1188	1051388	4254187
1189	1052195	4252992
1190	1053002	4251795
1191	1053919	4251044
1192	1054603	4249352
1193	1055234	4247452
1194	1056025	4246192
1195	1057010	4245717
1196	1057807	4244484
1197	1058631	4243360
1198	1059324	4241714
1199	1060286	4241146
1200	1061131	4240106
1201	1061933	4238900
1202	1062809	4237987
1203	1063579	4236652
1204	1064492	4235883
1205	1065361	4234942
1206	1066322	4234367
1207	1067098	4233060
1208	1067914	4231910
1209	1068722	4230727
1210	1069566	4229690
1211	1070439	4228767
1212	1071215	4227461
1213	1071980	4226110
1214	1073057	4225991
1215	1073837	4224701
1216	1074773	4224025
1217	1075568	4222800
1218	1076505	4222127
1219	1077196	4220490
1220	1078174	4219979
1221	1079095	4219244
1222	1080020	4218525
1223	1080788	4217192
1224	1081603	4216047
1225	1082192	4214019
1226	1082931	4212578
1227	1083744	4211423
1228	1084620	4210514
1229	1085561	4209860
1230	1086406	4208831
1231	1087256	4207822
1232	1088116	4206853
1233	1088786	4205152
1234	1089526	4203721
1235	1090295	4202401
1236	1091120	4201300
1237	1091871	4199912
1238	1092634	4198572
1239	1093430	4197363
1240	1094286	4196379
1241	1095025	4194951
1242	1096050	4194618
1243	1096880	4193539
1244	1097601	4192046
1245	1098467	4191102
1246	1099393	4190392
1247	1100141	4189001
1248	1100939	4187802
1249	1101810	4186878
1250	1102755	4186238
1251	1103702	4185607
1252	1104687	4185116
1253	1105638	4184499
1254	1106758	4184517
1255	1107895	4184597
1256	1109011	4184598
1257	1110113	4184545
1258	1111276	4184718
1259	1112200	4183994
1260	1113061	4183027
1261	1114060	4182582
1262	1115042	4182071
1263	1116408	4182999
1264	1117608	4183299
1265	1118806	4183594
1266	1119967	4183747
1267	1120972	4183312
1268	1122272	4183981
1269	1123446	4184176
1270	1124486	4183867
1271	1125442	4183247
1272	1126546	4183179
1273	1127362	4182038
1274	1128181	4180908
1275	1129065	4180021
1276	1129976	4179231
1277	1130724	4177840
1278	1131678	4177210
1279	1132603	4176474
1280	1133496	4175621
1281	1134304	4174452
1282	1134954	4172706
1283	1135773	4171581
1284	1136602	4170491
1285	1137610	4170057
1286	1138372	4168726
1287	1139101	4167271
1288	1139815	4165765
1289	1140577	4164433
1290	1141397	4163316
1291	1142356	4162704
1292	1143203	4161686
1293	1144040	4160629
1294	1144844	4159454
1295	1145746	4158634
1296	1146466	4157157
1297	1147108	4155396
1298	1147992	4154511
1299	1148837	4153491
1300	1149638	4152308
1301	1150643	4151860
1302	1151618	4151305
1303	1152522	4150496
1304	1153385	4149534
1305	1154241	4148550
1306	1155178	4147861
1307	1156150	4147292
1308	1157049	4146464
1309	1157775	4145013
1310	1158540	4143704
1311	1159385	4142682
1312	1160193	4141528
1313	1161034	4140494
1314	1161865	4139423
1315	1162692	4138338
1316	1163333	4136590
1317	1164160	4135507
1318	1164973	4134373
1319	1165838	4133428
1320	1166725	4132559
1321	1167583	4131586
1322	1168302	4130121
1323	1169095	4128918
1324	1170040	4128254
1325	1170909	4127322
1326	1171616	4125821
1327	1172552	4125124
1328	1173260	4123626
1329	1174212	4122987
1330	1175026	4121863
1331	1176015	4121353
1332	1176804	4120139
1333	1177623	4119034
1334	1178394	4117760
1335	1179203	4116621
1336	1180101	4115792
1337	1181140	4115452
1338	1182001	4114494
1339	1182891	4113636
1340	1183696	4112483
1341	1184634	4111795
1342	1185446	4110665
1343	1186259	4109542
1344	1187167	4108748
1345	1188125	4108126
1346	1188950	4107041
1347	1189700	4105701
1348	1190443	4104336
1349	1191298	4103360
1350	1192118	4102263
1351	1193065	4101603
1352	1193979	4100828
1353	1194814	4099783
1354	1195638	4098702
1355	1196573	4097999
1356	1197712	4097993
1357	1198841	4097954
1358	1200103	4098367
1359	1201235	4098333
1360	1202419	4098474
1361	1203506	4098283
1362	1204646	4098273
1363	1205882	4098584
1364	1206852	4097992
1365	1207865	4097545
1366	1208887	4097129
1367	1210035	4097137
1368	1211072	4096768
1369	1212213	4096751
1370	1213390	4096852
1371	1214515	4096777
1372	1215471	4096130
1373	1216449	4095558
1374	1217357	4094748
1375	1218158	4093580
1376	1219143	4093027
1377	1219876	4091633
1378	1220742	4090681
1379	1221672	4089946
1380	1222657	4089395
1381	1223410	4088069
1382	1224491	4087836
1383	1225479	4087291
1384	1226482	4086799
1385	1227226	4085442
1386	1228067	4084410
1387	1228775	4082933
1388	1229518	4081576
1389	1230045	4079504
1390	1230870	4078420
1391	1231663	4077229
1392	1232280	4075461
1393	1233037	4074152
1394	1233922	4073269
1395	1234861	4072565
1396	1235835	4071975
1397	1236650	4070864
1398	1237508	4069889
1399	1238327	4068791
1400	1239263	4068073
1401	1240200	4067362
1402	1240989	4066164
1403	1241688	4064673
1404	1242589	4063841
1405	1243525	4063126
1406	1244436	4062330
1407	1245315	4061425
1408	1246218	4060601
1409	1247034	4059494
1410	1247645	4057721
1411	1248484	4056691
1412	1249314	4055630
1413	1250089	4054391
1414	1250761	4052821
1415	1251741	4052246
1416	1252752	4051773
1417	1253461	4050324
1418	1254299	4049293
1419	1255131	4048241
1420	1255847	4046817
1421	1256521	4045257
1422	1257333	4044142
1423	1258227	4043292
1424	1258872	4041641
1425	1259767	4040795
1426	1260577	4039679
1427	1261410	4038634
1428	1262148	4037286
1429	1262840	4035789
1430	1263739	4034957
1431	1264628	4034094
1432	1265573	4033408
1433	1266471	4032572
1434	1267249	4031353
1435	1268038	4030170
1436	1268883	4029170
1437	1269618	4027816
1438	1270473	4026843
1439	1271356	4025962
1440	1272185	4024908
1441	1273010	4023843
1442	1273828	4022754
1443	1274633	4021628
1444	1275417	4020432
1445	1276319	4019613
1446	1277293	4019018
1447	1278114	4017939
1448	1279016	4017118
1449	1279793	4015903
1450	1280762	4015291
1451	1281572	4014180
1452	1282580	4013689
1453	1283406	4012629
1454	1284249	4011624
1455	1285109	4010670
1456	1285851	4009350
1457	1286546	4007882
1458	1287329	4006691
1459	1288460	4006581
1460	1289543	4006322
1461	1290563	4005867
1462	1291718	4005827
1463	1292817	4005614
