iter	RMSE
319	0.8515048625
320	0.8514500284
321	0.8514284242
322	0.8513889172
323	0.8513722137
324	0.851349209
325	0.8513251838
326	0.8512976075
327	0.8512768333
328	0.8512517877
329	0.8512263404
330	0.8511933928
331	0.8511392392
332	0.8511206754
333	0.8511000591
334	0.8510650186
335	0.8510439945
336	0.8510008036
337	0.8509792129
338	0.8509630202
339	0.8509407784
340	0.8509081199
341	0.8508802938
342	0.850861778
343	0.8508435631
344	0.8508224914
345	0.8507932809
346	0.8507648113
347	0.8507263142
348	0.8507052132
349	0.8506636753
350	0.8506429722
351	0.8506234428
352	0.8505829569
353	0.8505590847
354	0.8505249367
355	0.8504733485
356	0.8504459548
357	0.8504059818
358	0.8503850045
359	0.8503649832
360	0.8503445443
361	0.8503178805
362	0.850286924
363	0.8502678872
364	0.8502377672
365	0.8502174839
366	0.8501989694
367	0.8501584467
368	0.8501396541
369	0.8501209416
370	0.8500978555
371	0.8500788178
372	0.8500588944
373	0.8500297877
374	0.8499968776
375	0.8499651685
376	0.849936691
377	0.8499035476
378	0.8498631721
379	0.8498319696
380	0.8498126208
381	0.8497954579
382	0.8497695112
383	0.8497381607
384	0.8497084703
385	0.8496943729
386	0.8496584632
387	0.8496337299
388	0.8496118445
389	0.8495774513
390	0.8495602854
391	0.8495091368
392	0.849471985
393	0.8494482238
394	0.8494188481
395	0.8493910457
396	0.8493620063
397	0.8493318654
398	0.8493111303
399	0.849292342
400	0.849266974
401	0.8492462139
402	0.8492263994
403	0.8492074053
404	0.8491932399
405	0.8491735338
406	0.8491564537
407	0.8491168765
408	0.8490842088
409	0.8490411714
410	0.8489868737
411	0.8489687659
412	0.8489447402
413	0.8489134124
414	0.8488913216
415	0.8488751819
416	0.848845396
417	0.8488083243
418	0.8487836263
419	0.8487537535
420	0.8487190224
421	0.8486897615
422	0.8486706305
423	0.8486542014
424	0.8486228744
425	0.848596219
426	0.8485751855
427	0.8485479689
428	0.8485216163
429	0.848478501
430	0.8484654034
431	0.8484502367
432	0.8484365506
433	0.8484151107
434	0.8483701244
435	0.8483371133
436	0.8483089906
437	0.8482848576
438	0.8482612168
439	0.8482289537
440	0.8482054241
441	0.8481859368
442	0.8481568251
443	0.8481387124
444	0.8481142506
445	0.848092227
446	0.848062141
447	0.8480421267
448	0.8480165202
449	0.8479960835
450	0.847979249
451	0.847927163
452	0.8478989999
453	0.8478714633
454	0.8478500176
455	0.8478265273
456	0.8478097797
457	0.847784808
458	0.8477709609
459	0.8477401597
460	0.8477214098
461	0.8477056482
462	0.847682288
463	0.8476575604
464	0.8476297832
465	0.8476038555
466	0.847585002
467	0.8475635022
468	0.8475370351
469	0.8475131842
470	0.8474896535
471	0.84746977
472	0.8474489323
473	0.8474207866
474	0.847401314
475	0.8473694757
476	0.8473444914
477	0.8473281052
478	0.8473060043
479	0.8472811919
480	0.8472485177
481	0.8472306071
482	0.8471920621
483	0.8471608161
484	0.8471349144
485	0.8471017152
486	0.8470796778
487	0.8470610567
488	0.8470430813
489	0.8470171546
490	0.8469915318
491	0.8469686264
492	0.8469476396
493	0.8469279089
494	0.846872524
495	0.8468573517
496	0.8468322523
497	0.8468156723
498	0.8467995401
499	0.8467813347
500	0.8467420358
501	0.8467191174
502	0.8466908323
503	0.8466586216
504	0.846630479
505	0.8465885556
506	0.8465451484
507	0.8465198951
508	0.8464613182
509	0.8464338807
510	0.8464151459
511	0.8463885371
512	0.8463654852
513	0.846349473
514	0.8463204265
515	0.8462860484
516	0.8462566192
517	0.8462371687
518	0.8462174677
519	0.8461893934
520	0.8461598165
521	0.8461334385
522	0.8461018964
523	0.846084578
524	0.8460589754
525	0.8460312127
526	0.8460055608
527	0.8459614869
528	0.8459416695
529	0.8459081094
530	0.8458811462
531	0.845860384
532	0.845820497
533	0.8457937558
534	0.8457743926
535	0.8457510714
536	0.8457284784
537	0.8456924664
538	0.8456345122
539	0.8456178832
540	0.8455932329
541	0.8455658497
542	0.8455443139
543	0.845515103
544	0.8454959937
545	0.8454728664
546	0.8454525264
547	0.8454391407
548	0.8454184377
549	0.8453965267
550	0.8453731405
551	0.8453439353
552	0.8453222205
553	0.8453044127
554	0.8452800158
555	0.8452574962
556	0.8452339738
557	0.8452154726
558	0.8451739668
559	0.8451453843
560	0.845128509
561	0.8451125197
562	0.8450714866
563	0.8450506752
564	0.8450007587
565	0.8449735551
566	0.8449550782
567	0.8449153298
568	0.8448740512
569	0.8448488581
570	0.8448295679
571	0.844796229
572	0.8447776786
573	0.8447568899
574	0.8447245818
575	0.8447033869
576	0.84467844
577	0.8446481824
578	0.8446271002
579	0.8445961685
580	0.8445793485
581	0.8445613249
582	0.8445481569
583	0.8445246129
584	0.8445001225
585	0.8444833397
586	0.8444583107
587	0.8444394956
588	0.8444142902
589	0.8443904899
590	0.8443658233
591	0.8443464563
592	0.8443245177
593	0.8443039575
594	0.8442767697
595	0.8442335227
596	0.8442143307
597	0.8442046896
598	0.8441818825
599	0.8441631627
600	0.8441391625
601	0.8441207936
602	0.8440942338
603	0.8440668655
604	0.844043385
605	0.8440136937
606	0.843983991
607	0.843961942
608	0.8439453768
609	0.8439250013
610	0.8439002027
611	0.8438665766
612	0.8438491363
613	0.8438109003
614	0.8437930927
615	0.8437808149
616	0.8437638832
617	0.8437394914
618	0.8437180111
619	0.8436866935
620	0.8436686744
621	0.8436543708
622	0.8436193507
623	0.8436043787
624	0.8435790802
625	0.8435561635
626	0.8435335072
627	0.8434979962
628	0.8434737233
629	0.8434558045
630	0.843430358
631	0.8434040909
632	0.8433886546
633	0.8433757085
634	0.8433226954
635	0.8433113244
636	0.8432860807
637	0.8432745258
638	0.8432376351
639	0.8432082142
640	0.8431815292
641	0.8431613211
642	0.843136109
643	0.8431165498
644	0.8430804336
645	0.8430540111
646	0.8430329549
647	0.8430043628
648	0.8429854023
649	0.8429669294
650	0.84294982
651	0.8429190399
652	0.8428967456
653	0.8428797766
654	0.8428413417
655	0.8428153551
656	0.8427971523
657	0.8427736764
658	0.8427373041
659	0.842719843
660	0.8426940043
661	0.8426645078
662	0.8426491507
663	0.8426322566
664	0.8426143508
665	0.8425952507
666	0.8425825309
667	0.8425589459
668	0.8425367383
669	0.8425211857
670	0.8425055026
671	0.8424929203
672	0.8424618566
673	0.8424334226
674	0.8424091717
675	0.8423895753
676	0.8423661689
677	0.8423531976
678	0.842339359
679	0.8423176837
680	0.8422970125
681	0.8422786552
682	0.8422413819
683	0.8421964336
684	0.8421739485
685	0.8421580309
686	0.8421136242
687	0.8421013482
688	0.8420859188
689	0.8420606853
690	0.8420379882
691	0.8420201266
692	0.8419991721
693	0.841975187
694	0.8419513907
695	0.8419278014
696	0.8418937234
697	0.8418722357
698	0.8418527185
699	0.8418328751
700	0.8418127662
701	0.8417899507
702	0.841766083
703	0.841749092
704	0.8417222571
705	0.8417042287
706	0.8416809414
707	0.8416575925
708	0.8416331601
709	0.8416160409
710	0.8415929804
711	0.8415751806
712	0.8415515404
713	0.8415289487
714	0.8415088969
715	0.8414928906
716	0.8414806108
717	0.8414502595
718	0.8414336475
719	0.8414177444
720	0.8414057457
721	0.8413764589
722	0.8413554411
723	0.8413341651
724	0.8413178718
725	0.841270123
726	0.8412475261
727	0.8412334551
728	0.8412138313
729	0.8411946551
730	0.8411743928
731	0.8411491056
732	0.8411295565
733	0.8411144299
734	0.8410892354
735	0.8410726579
736	0.8410541074
737	0.8410343806
738	0.8410154206
739	0.8409839332
740	0.8409518304
741	0.8409360874
742	0.8409139969
743	0.8408944246
744	0.8408755409
745	0.8408501735
746	0.8408357617
747	0.8408221164
748	0.8407984916
749	0.8407864658
750	0.8407686935
751	0.8407332536
752	0.8407106951
753	0.8406938056
754	0.8406796202
755	0.8406367491
756	0.8406214191
757	0.840598736
758	0.8405731766
759	0.8405550665
760	0.8405280043
761	0.8404841658
762	0.8404625727
763	0.8404463096
764	0.8404282539
765	0.8403969529
766	0.8403705726
767	0.8403453418
768	0.8403219103
769	0.8403064743
770	0.8402874223
771	0.8402731405
772	0.840258018
773	0.840245172
774	0.8402213061
775	0.8402020702
776	0.8401705696
777	0.8401444207
778	0.8401284036
779	0.8401032753
780	0.8400813522
781	0.8400587023
782	0.840050402
783	0.8400296477
784	0.8400077591
785	0.8399910116
786	0.839977921
787	0.8399637514
788	0.8399482342
789	0.8399232532
790	0.8399060725
791	0.8398893779
792	0.839868249
793	0.8398501056
794	0.8398358461
795	0.8398155369
796	0.8398025124
797	0.8397855518
798	0.83976055
799	0.839749561
800	0.8397254483
801	0.8397054445
802	0.8396842821
803	0.8396678608
804	0.8396444219
805	0.8396241872
806	0.839604704
807	0.8395669798
808	0.8395554535
809	0.8395375976
810	0.8395184692
811	0.8395063598
812	0.8394888308
813	0.8394723261
814	0.8394616473
815	0.839447678
816	0.8394275689
817	0.8394018409
818	0.8393881034
819	0.839375807
820	0.839338876
821	0.839327815
822	0.8393077773
823	0.8392721662
824	0.8392620109
825	0.8392301696
826	0.8392082128
827	0.8391866549
828	0.8391540426
829	0.8391410236
830	0.8391229677
831	0.8391073237
832	0.8390693861
833	0.8390202331
834	0.8389969859
835	0.8389783722
836	0.8389597987
837	0.8389407343
838	0.8389169464
839	0.8389037723
840	0.8388840274
841	0.8388573435
842	0.8388070348
843	0.8387935118
844	0.838775422
845	0.8387587558
846	0.8387332962
847	0.8387234833
848	0.8387116393
849	0.8386912528
850	0.8386800611
851	0.8386471998
852	0.8386155054
853	0.8385930465
854	0.8385726176
855	0.8385614411
856	0.8385253677
857	0.8385112877
858	0.8384959323
859	0.8384741641
860	0.8384556439
861	0.8384469225
862	0.8384181953
863	0.838404364
864	0.8383796871
865	0.8383574902
866	0.838337891
867	0.8383162636
868	0.8382948346
869	0.8382835357
870	0.8382587338
871	0.8382395414
872	0.8382212451
873	0.8382097567
874	0.8382007103
875	0.8381856111
876	0.8381679051
877	0.8381565888
878	0.838138466
879	0.8380959888
880	0.8380766887
881	0.8380577459
882	0.8380435613
883	0.8380277797
884	0.8380121782
885	0.8379917302
886	0.83797631
887	0.8379607334
888	0.8379442481
889	0.8379244784
890	0.8379032755
891	0.8378838781
892	0.8378636728
893	0.837849006
894	0.8378376998
895	0.8378281616
896	0.8377998407
897	0.8377613983
898	0.8377328005
899	0.8377095918
900	0.8377001128
901	0.8376834733
902	0.8376647131
903	0.8376520672
904	0.8376386079
905	0.8376144331
906	0.8375864688
907	0.8375686306
908	0.8375496646
909	0.8375355508
910	0.8375241271
911	0.8374856479
912	0.8374736027
913	0.8374608739
914	0.8374440207
915	0.8374259491
916	0.8373959393
917	0.8373784829
918	0.8373623437
919	0.8373424547
920	0.8373215783
921	0.837306713
922	0.8372933644
923	0.8372766575
924	0.8372651459
925	0.8372451777
926	0.8372282221
927	0.8372148099
928	0.8371964122
929	0.8371811303
930	0.8371709319
931	0.8371609321
932	0.8371432814
933	0.837128157
934	0.8371153479
935	0.8371020254
936	0.837089822
937	0.8370682998
938	0.8370466232
939	0.8370274591
940	0.8370091823
941	0.8369931397
942	0.8369750863
943	0.8369597006
944	0.8369309252
945	0.8368931104
946	0.836873941
947	0.8368594985
948	0.8368412817
949	0.83682074
950	0.8368045482
951	0.836785976
952	0.8367717859
953	0.8367538703
954	0.8367375392
955	0.836726709
956	0.8367102266
957	0.8366960922
958	0.8366810753
959	0.8366709075
960	0.8366591408
961	0.8366411108
962	0.8366168453
963	0.8365939585
964	0.8365862194
965	0.8365522803
966	0.8365182967
967	0.8365031471
968	0.8364851025
969	0.8364726181
970	0.8364447402
971	0.8364323058
972	0.8364156279
973	0.8364032046
974	0.8363788397
975	0.836357992
976	0.8363425487
977	0.8363331594
978	0.8363119826
979	0.8363030092
980	0.8362958331
981	0.8362791194
982	0.8362583715
983	0.8362354674
984	0.8362096626
985	0.8361906523
986	0.8361749011
987	0.8361437125
988	0.8361245723
989	0.8360952517
990	0.8360635991
991	0.8360506513
992	0.8360351681
993	0.8359911661
994	0.8359624442
995	0.8359457975
996	0.835927476
997	0.8359076611
998	0.8358922914
999	0.835871908
1000	0.8358563408
1001	0.8358371294
1002	0.8358230799
1003	0.8358066234
1004	0.8357947162
1005	0.8357802079
1006	0.8357455267
1007	0.8357326736
1008	0.8357154819
1009	0.8356734565
1010	0.8356498189
1011	0.8356338127
1012	0.8356216317
1013	0.8355983509
1014	0.8355786395
1015	0.8355629047
1016	0.8355486612
1017	0.8355358189
1018	0.8355213999
1019	0.835504736
1020	0.8354887931
1021	0.8354605635
1022	0.8354479111
1023	0.8354357346
1024	0.8354195736
1025	0.8354075278
1026	0.835384548
1027	0.8353666642
1028	0.8353494117
1029	0.8353329351
1030	0.8353206878
1031	0.8353115763
1032	0.8353029302
1033	0.8352854031
1034	0.8352693957
1035	0.8352551746
1036	0.8352381285
1037	0.8352242971
1038	0.8352126415
1039	0.8351923866
1040	0.835179295
1041	0.8351731685
1042	0.8351613334
1043	0.8351458516
1044	0.835128169
1045	0.8351168345
1046	0.8351007181
1047	0.8350824411
1048	0.8350618282
1049	0.8350490572
1050	0.8350372989
1051	0.8350013882
1052	0.8349809798
1053	0.8349630781
1054	0.8349312576
1055	0.8349166702
1056	0.8348939469
1057	0.8348812079
1058	0.8348700775
1059	0.8348543358
1060	0.8348441907
1061	0.8348377063
1062	0.8348224607
1063	0.8348045084
1064	0.8347850811
1065	0.8347726004
1066	0.8347518615
1067	0.8347320925
1068	0.8347163631
1069	0.8346979926
1070	0.8346887467
1071	0.8346753494
1072	0.834661686
1073	0.8346434556
1074	0.8346335605
1075	0.8346208586
1076	0.834608448
1077	0.8345891009
1078	0.834575384
1079	0.8345590744
1080	0.8345437534
1081	0.834532153
1082	0.8345189183
1083	0.8345076134
1084	0.834487087
1085	0.8344702428
1086	0.834450939
1087	0.8344275091
1088	0.8344185296
1089	0.834411809
1090	0.8344024849
1091	0.8343880943
1092	0.8343681991
1093	0.8343429148
1094	0.8343248527
1095	0.8343080935
1096	0.8342880544
1097	0.8342711809
1098	0.8342561507
1099	0.8342488494
1100	0.8342212502
1101	0.8342086006
1102	0.8341878932
1103	0.8341749786
1104	0.8341445762
1105	0.8341301532
1106	0.8341057138
1107	0.8340957609
1108	0.8340861794
1109	0.8340652393
1110	0.8340431394
1111	0.8340272464
1112	0.8340129798
1113	0.8339934208
1114	0.8339793239
1115	0.8339699024
1116	0.833957191
1117	0.8339464476
1118	0.8339328808
1119	0.8339215831
1120	0.833898345
1121	0.833877111
1122	0.8338576476
1123	0.8338426514
1124	0.8338246009
1125	0.8338074028
1126	0.8337992707
1127	0.8337843794
1128	0.8337707758
1129	0.8337618634
1130	0.8337484808
1131	0.8337308921
1132	0.8337264532
1133	0.8336896367
1134	0.8336744856
1135	0.8336530768
1136	0.8336389379
1137	0.83362468
1138	0.8336071071
1139	0.833593447
1140	0.8335739822
1141	0.8335689764
1142	0.8335512326
1143	0.8335419544
1144	0.8335199594
1145	0.8335041277
1146	0.833490777
1147	0.8334814116
1148	0.8334620891
1149	0.8334419769
1150	0.8334257716
1151	0.8334110189
1152	0.8333952563
1153	0.8333730313
1154	0.8333601194
1155	0.8333404734
1156	0.8333248093
1157	0.8333135755
1158	0.8332976502
1159	0.8332763873
1160	0.8332715669
1161	0.8332586293
1162	0.8332455506
1163	0.833229659
1164	0.8332247698
1165	0.8332112466
1166	0.8331999867
1167	0.8331860635
1168	0.8331753659
1169	0.8331444478
1170	0.8331324772
1171	0.8331204827
1172	0.8330995571
1173	0.833084854
1174	0.833070198
1175	0.8330488579
1176	0.833034845
1177	0.8330168644
1178	0.8329968821
1179	0.8329852732
1180	0.8329723996
1181	0.8329586196
1182	0.8329459967
1183	0.8329257453
1184	0.8329177347
1185	0.8329030045
1186	0.8328907016
1187	0.8328769162
1188	0.8328647115
1189	0.8328403959
1190	0.8328262827
1191	0.8327901192
1192	0.8327751016
1193	0.832765378
1194	0.8327432122
1195	0.8327351885
1196	0.8327216934
1197	0.8327069414
1198	0.8326780227
1199	0.832670452
1200	0.8326573355
1201	0.832647632
1202	0.8326317028
1203	0.8326209545
1204	0.8326075224
1205	0.8325858308
1206	0.832575286
1207	0.8325606178
1208	0.832549578
1209	0.8325409848
1210	0.8325297174
1211	0.8325151162
1212	0.832494688
1213	0.832484084
1214	0.8324747952
1215	0.8324640131
1216	0.8324395408
1217	0.8324277336
1218	0.8324187852
1219	0.8324021517
1220	0.8323746688
1221	0.8323684169
1222	0.832356346
1223	0.8323400666
1224	0.8323265986
1225	0.8323175397
1226	0.8323032346
1227	0.8322950677
1228	0.8322879146
1229	0.8322732466
1230	0.8322467508
1231	0.8322332304
1232	0.8322196839
1233	0.8322019159
1234	0.8321833789
1235	0.8321733731
1236	0.8321609593
1237	0.8321467453
1238	0.8321352526
1239	0.8321190428
1240	0.8321036768
1241	0.832088968
1242	0.8320735601
1243	0.8320599497
1244	0.8320395782
1245	0.8320262291
1246	0.8320032224
1247	0.8319881207
1248	0.8319767969
1249	0.8319690993
1250	0.8319579506
1251	0.8319423985
1252	0.8319346959
1253	0.8319238334
1254	0.8319069513
1255	0.8318910726
1256	0.831878348
1257	0.831866325
1258	0.8318440044
1259	0.8318335017
1260	0.8318141585
1261	0.8317998785
1262	0.8317819954
1263	0.8317666298
1264	0.8317481377
1265	0.8317333244
1266	0.8317210151
1267	0.8317094734
1268	0.8316881751
1269	0.8316740345
1270	0.8316516466
1271	0.8316309022
1272	0.8316147699
1273	0.8316017381
1274	0.831593699
1275	0.8315812898
1276	0.8315672164
1277	0.8315554955
1278	0.8315411601
1279	0.8315329257
1280	0.8315247242
1281	0.8315104333
1282	0.8314937479
1283	0.8314765336
1284	0.831453131
1285	0.831440524
1286	0.8314315919
1287	0.8314126697
1288	0.831398883
1289	0.8313895981
1290	0.8313714964
1291	0.8313613569
1292	0.8313504913
1293	0.8313397247
1294	0.8313291264
1295	0.8313170564
1296	0.8313029248
1297	0.8312930967
1298	0.8312768035
1299	0.8312630576
1300	0.8312477094
1301	0.8312360549
1302	0.8312230319
1303	0.8312123671
1304	0.8312034631
1305	0.8311942326
1306	0.8311776276
1307	0.8311677003
1308	0.8311579675
1309	0.83113862
1310	0.83111647
1311	0.8311053484
1312	0.8310887128
1313	0.8310686858
1314	0.831053426
1315	0.8310274443
1316	0.8310085046
1317	0.8309986857
1318	0.830980327
1319	0.8309631014
1320	0.8309450512
1321	0.8309289065
1322	0.8309116655
1323	0.8308984423
1324	0.8308848998
1325	0.8308727059
1326	0.8308609996
1327	0.8308413264
1328	0.8308348839
1329	0.8308244383
1330	0.8308087334
1331	0.8307984544
1332	0.830786168
1333	0.8307615581
1334	0.830748326
1335	0.8307247976
1336	0.8307170762
1337	0.8307061584
1338	0.8306882505
1339	0.8306657906
1340	0.8306505148
1341	0.8306271905
1342	0.8306161248
1343	0.8306056853
1344	0.8305946248
1345	0.8305730759
1346	0.8305633448
1347	0.8305469247
1348	0.8305207751
1349	0.8305076347
1350	0.8304967908
1351	0.8304918095
1352	0.8304728581
1353	0.8304552892
1354	0.830437451
1355	0.8304162987
1356	0.830405047
1357	0.8303989038
1358	0.8303782407
1359	0.8303642549
1360	0.8303470018
1361	0.8303351109
1362	0.8303187179
1363	0.8303058226
1364	0.8302796397
1365	0.8302656038
1366	0.8302460072
1367	0.8302320974
1368	0.8302188782
1369	0.8302040541
1370	0.8301837645
1371	0.8301726669
1372	0.830151233
1373	0.8301383726
1374	0.8301297078
1375	0.8301245046
1376	0.8301146079
1377	0.8300930642
1378	0.8300776388
1379	0.8300588674
1380	0.8300458484
1381	0.8300300277
1382	0.8300109207
1383	0.8299989729
1384	0.8299796352
1385	0.8299682715
1386	0.8299492136
1387	0.8299349738
1388	0.8299274886
1389	0.8299194153
1390	0.8299063573
1391	0.8298956034
1392	0.8298808744
1393	0.8298734628
1394	0.8298553239
1395	0.829844061
1396	0.8298236055
1397	0.8298107417
1398	0.829797823
1399	0.8297892237
1400	0.8297779244
1401	0.8297606587
1402	0.8297524621
1403	0.8297368408
1404	0.8297132782
1405	0.829703094
1406	0.8296922907
1407	0.8296764905
1408	0.8296636062
1409	0.8296537244
1410	0.8296402
1411	0.8296230841
1412	0.8295958166
1413	0.8295782523
1414	0.8295680129
1415	0.8295544815
1416	0.8295447101
1417	0.8295310524
1418	0.8295222142
1419	0.8295105469
1420	0.8294876038
1421	0.8294679831
1422	0.8294553397
1423	0.829439831
1424	0.8294258325
1425	0.8294152084
1426	0.8294052891
1427	0.8293877237
1428	0.8293756871
1429	0.8293626926
1430	0.8293514002
1431	0.8293392423
1432	0.829320421
1433	0.8293041973
1434	0.8292980932
1435	0.8292865499
1436	0.8292629457
1437	0.8292496827
1438	0.8292362937
1439	0.8292283515
1440	0.8292168576
1441	0.8291996099
1442	0.8291857234
1443	0.8291658545
1444	0.8291482347
1445	0.8291322128
1446	0.8291252466
1447	0.8291191326
1448	0.8291054473
1449	0.8290983321
1450	0.8290857367
1451	0.8290712875
1452	0.8290571893
1453	0.8290504465
1454	0.8290401642
1455	0.8290299942
1456	0.829018213
1457	0.8290092294
1458	0.8289977927
1459	0.8289576614
1460	0.8289334254
1461	0.8289188818
1462	0.8289058499
1463	0.8288927826
1464	0.8288802347
1465	0.8288687618
1466	0.8288535509
1467	0.828829817
1468	0.8288199188
1469	0.8288021026
1470	0.8287920727
1471	0.8287788376
1472	0.828770106
1473	0.8287580583
1474	0.8287394139
1475	0.8287198611
1476	0.8286977352
1477	0.8286820091
1478	0.82866811
1479	0.8286500784
1480	0.8286395159
1481	0.8286225002
1482	0.8286058217
1483	0.8285889428
1484	0.8285783496
1485	0.8285635797
1486	0.828548628
1487	0.8285233984
1488	0.8285035104
1489	0.8284883709
1490	0.8284724751
1491	0.8284554233
1492	0.8284488326
1493	0.828435907
1494	0.8284120782
1495	0.8283925204
1496	0.8283820372
1497	0.8283691357
1498	0.8283614489
1499	0.8283475501
1500	0.8283417889
1501	0.8283308572
1502	0.8283162664
1503	0.8283044997
1504	0.8282931001
1505	0.8282793765
1506	0.8282468583
1507	0.8282343869
1508	0.8282199738
1509	0.8281970026
1510	0.8281858633
1511	0.8281686574
1512	0.8281554391
1513	0.8281436928
